Gene ID	Gene Name	log2foldchange	p-value
ENSG00000039600	SOX30	0	0.658195755
ENSG00000039650	PNKP	0.3	0.000372885
ENSG00000039987	BEST2	-0.4	6.90E-07
ENSG00000040199	PHLPP2	0	0.742014083
ENSG00000040275	SPDL1	0.9	1.10E-08
ENSG00000040341	STAU2	0.3	1.34E-05
ENSG00000040487	SLC66A1	-0.1	0.002152356
ENSG00000040531	CTNS	0	0.618029558
ENSG00000040608	RTN4R	-0.3	4.23E-05
ENSG00000040633	PHF23	0.4	0.000115972
ENSG00000040731	CDH10	0	0.712383818
ENSG00000040933	INPP4A	0.8	1.54E-05
ENSG00000041353	RAB27B	0.3	0.165445415
ENSG00000041357	PSMA4	0.6	5.85E-06
ENSG00000041515	MYO16	-0.5	3.26E-08
ENSG00000041802	LSG1	0.3	0.000213065
ENSG00000041880	PARP3	0.3	0.036683113
ENSG00000041982	TNC	1.8	1.55E-05
ENSG00000041988	THAP3	-0.3	2.77E-05
ENSG00000042062	RIPOR3	-0.5	0.000498473
ENSG00000042088	TDP1	0.2	0.022442351
ENSG00000042286	AIFM2	0.2	0.021984028
ENSG00000042304	C2orf83	-0.2	0.000111254
ENSG00000042317	AL049834.1	0.3	0.000542015
ENSG00000042429	MED17	0.1	0.08845921
ENSG00000042445	RETSAT	-0.1	0.628859248
ENSG00000042493	CAPG	2.2	7.07E-12
ENSG00000042753	AP2S1	0.5	9.59E-09
ENSG00000042781	USH2A	0	0.292484594
ENSG00000042813	ZPBP	-0.2	3.43E-05
ENSG00000042832	TG	-0.4	2.18E-05
ENSG00000042980	ADAM28	1.8	8.89E-08
ENSG00000043039	BARX2	-0.3	4.07E-06
ENSG00000043093	DCUN1D1	0.3	0.000104342
ENSG00000043143	JADE2	0.6	1.56E-05
ENSG00000043355	ZIC2	0.5	0.000311854
ENSG00000043462	LCP2	1.3	4.74E-06
ENSG00000043514	TRIT1	-0.1	0.059089867
ENSG00000043591	ADRB1	-0.7	3.66E-06
ENSG00000044012	GUCA2B	-0.8	0.000119364
ENSG00000044090	CUL7	0.1	0.120172389
ENSG00000044115	CTNNA1	0.8	2.64E-08
ENSG00000044446	PHKA2	-0.1	0.15805753
ENSG00000044459	CNTLN	0.2	0.001365518
ENSG00000044524	EPHA3	2.1	1.98E-09
ENSG00000044574	HSPA5	0	0.899389543
ENSG00000046604	DSG2	0.9	0.000805019
ENSG00000046647	GEMIN8	0.4	2.39E-07
ENSG00000046651	OFD1	0.3	0.000252755
ENSG00000046653	GPM6B	0.3	0.045991521
ENSG00000046774	MAGEC2	-0.2	0.000552766
ENSG00000046889	PREX2	0.7	2.94E-06
ENSG00000047056	WDR37	0.2	0.031628606
ENSG00000047188	YTHDC2	0.2	0.047142886
ENSG00000047230	CTPS2	0.3	0.022378145
ENSG00000047249	ATP6V1H	0.4	8.75E-08
ENSG00000047315	POLR2B	0.3	2.97E-05
ENSG00000047346	FAM214A	-0.3	0.000232126
ENSG00000047365	ARAP2	0.8	3.25E-05
ENSG00000047410	TPR	0.8	1.09E-06
ENSG00000047457	CP	1.9	7.67E-07
ENSG00000047578	KIAA0556	0.2	0.000170555
ENSG00000047579	DTNBP1	0.4	5.55E-05
ENSG00000047597	XK	-0.9	0.000869463
ENSG00000047617	ANO2	-0.3	1.64E-06
ENSG00000047621	C12orf4	0.8	1.92E-08
ENSG00000047634	SCML1	0.1	0.176116132
ENSG00000047644	WWC3	0.9	5.65E-09
ENSG00000047648	ARHGAP6	0.9	1.96E-06
ENSG00000047662	FAM184B	-0.1	0.376669594
ENSG00000047849	MAP4	0.7	8.52E-10
ENSG00000047932	GOPC	0.1	0.008366232
ENSG00000047936	ROS1	-0.1	0.003172243
ENSG00000048028	USP28	-0.2	0.003053749
ENSG00000048052	HDAC9	0.9	7.56E-06
ENSG00000048140	TSPAN17	0.2	0.00050468
ENSG00000048162	NOP16	0.4	0.000337933
ENSG00000048342	CC2D2A	0.5	6.27E-08
ENSG00000048392	RRM2B	0.4	7.49E-06
ENSG00000048405	ZNF800	-0.3	0.000733227
ENSG00000048462	TNFRSF17	0.4	0.305171103
ENSG00000048471	SNX29	0.7	6.04E-07
ENSG00000048540	LMO3	-1.1	0.001403999
ENSG00000048544	MRPS10	0.3	4.36E-05
ENSG00000048649	RSF1	0.4	7.34E-07
ENSG00000048707	VPS13D	-0.2	0.000929778
ENSG00000048740	CELF2	1	0.000102863
ENSG00000048828	FAM120A	0.2	0.000621996
ENSG00000048991	R3HDM1	0	0.514543836
ENSG00000049089	COL9A2	0.1	0.186264131
ENSG00000049130	KITLG	1.3	3.64E-08
ENSG00000049167	ERCC8	0.2	0.002323141
ENSG00000049192	ADAMTS6	1.1	8.62E-09
ENSG00000049239	H6PD	0.3	7.75E-05
ENSG00000049245	VAMP3	0.7	7.88E-07
ENSG00000049246	PER3	-0.2	0.040077212
ENSG00000049247	UTS2	0	0.3404485
ENSG00000049249	TNFRSF9	0.1	0.619880134
ENSG00000049323	LTBP1	1.8	3.86E-13
ENSG00000049449	RCN1	1.5	7.79E-10
ENSG00000049540	ELN	0.5	0.015256051
ENSG00000049541	RFC2	0.2	0.000727823
ENSG00000049618	ARID1B	0	0.530040935
ENSG00000049656	CLPTM1L	-0.2	0.0250672
ENSG00000049759	NEDD4L	-0.2	0.264642542
ENSG00000049768	FOXP3	-0.5	1.92E-08
ENSG00000049769	PPP1R3F	-0.6	5.60E-09
ENSG00000049860	HEXB	0.4	2.34E-07
ENSG00000049883	PTCD2	0.4	0.000424716
ENSG00000050030	NEXMIF	-0.5	0.000187289
ENSG00000050130	JKAMP	0.6	1.69E-08
ENSG00000050165	DKK3	1.9	1.58E-11
ENSG00000050327	ARHGEF5	0.1	0.521096618
ENSG00000050344	NFE2L3	1.5	5.36E-08
ENSG00000050393	MCUR1	-0.1	0.046724339
ENSG00000050405	LIMA1	0.7	8.22E-06
ENSG00000050426	LETMD1	-0.4	1.47E-06
ENSG00000050438	SLC4A8	-0.4	3.70E-07
ENSG00000050555	LAMC3	-0.1	0.396599147
ENSG00000050628	PTGER3	-0.2	0.298359694
ENSG00000050730	TNIP3	0	0.689762136
ENSG00000050748	MAPK9	-0.6	3.32E-06
ENSG00000050767	COL23A1	-0.4	6.29E-07
ENSG00000050820	BCAR1	0.1	0.172278316
ENSG00000051009	FAM160A2	0.1	0.1248512
ENSG00000051108	HERPUD1	-0.5	1.45E-06
ENSG00000051128	HOMER3	0.6	1.61E-05
ENSG00000051180	RAD51	0.2	0.090929065
ENSG00000051341	POLQ	0.1	0.226745514
ENSG00000051382	PIK3CB	-0.1	0.308955258
ENSG00000051523	CYBA	0.8	2.99E-05
ENSG00000051620	HEBP2	0.2	0.013360262
ENSG00000051825	MPHOSPH9	-0.2	0.061505406
ENSG00000052126	PLEKHA5	0.9	7.16E-09
ENSG00000052344	PRSS8	0.1	0.740351037
ENSG00000052723	SIKE1	0.3	0.001103574
ENSG00000052749	RRP12	-0.1	0.363130686
ENSG00000052795	FNIP2	0.5	1.42E-06
ENSG00000052802	MSMO1	1	7.14E-07
ENSG00000052841	TTC17	-0.2	6.20E-05
ENSG00000052850	ALX4	-0.4	3.58E-07
ENSG00000053108	FSTL4	-0.4	6.43E-05
ENSG00000053254	FOXN3	0.1	0.309489502
ENSG00000053371	AKR7A2	-0.1	0.367240384
ENSG00000053372	MRTO4	-0.1	0.116602193
ENSG00000053438	NNAT	-0.3	0.000139989
ENSG00000053501	USE1	-0.1	0.194169171
ENSG00000053524	MCF2L2	0	0.147904216
ENSG00000053702	NRIP2	0	0.599738189
ENSG00000053747	LAMA3	2.2	3.32E-07
ENSG00000053770	AP5M1	0	0.790392615
ENSG00000053900	ANAPC4	0.4	2.39E-07
ENSG00000053918	KCNQ1	-0.4	0.000660216
ENSG00000054116	TRAPPC3	0.1	0.21266473
ENSG00000054118	THRAP3	-0.1	0.029915444
ENSG00000054179	ENTPD2	-0.2	0.040453418
ENSG00000054219	LY75	1.8	3.45E-06
ENSG00000054267	ARID4B	0.4	1.45E-05
ENSG00000054277	OPN3	1.3	3.86E-08
ENSG00000054282	SDCCAG8	0.7	1.13E-09
ENSG00000054356	PTPRN	-0.2	0.228695923
ENSG00000054392	HHAT	0.2	0.026934308
ENSG00000054523	KIF1B	-0.3	0.001831031
ENSG00000054598	FOXC1	0.5	0.000299935
ENSG00000054611	TBC1D22A	-0.1	0.001078206
ENSG00000054654	SYNE2	-0.4	0.007062602
ENSG00000054690	PLEKHH1	-0.7	0.000441135
ENSG00000054793	ATP9A	0.7	3.17E-08
ENSG00000054796	SPO11	-0.2	0.000440901
ENSG00000054803	CBLN4	-0.3	0.005945821
ENSG00000054938	CHRDL2	0.1	0.393157661
ENSG00000054965	FAM168A	0.6	2.03E-11
ENSG00000054967	RELT	-0.2	0.000858658
ENSG00000054983	GALC	0.5	0.000179964
ENSG00000055044	NOP58	0.4	5.12E-05
ENSG00000055070	SZRD1	0	0.407234797
ENSG00000055118	KCNH2	-0.2	0.016298542
ENSG00000055130	CUL1	0.4	3.39E-05
ENSG00000055147	FAM114A2	0	0.682978718
ENSG00000055163	CYFIP2	0.4	0.036174142
ENSG00000055208	TAB2	0.2	0.011745561
ENSG00000055211	GINM1	0	0.548265215
ENSG00000055332	EIF2AK2	0.6	1.31E-07
ENSG00000055483	AC022966.1	-0.1	0.348270426
ENSG00000055609	KMT2C	0	0.570139821
ENSG00000055732	MCOLN3	-1.1	4.14E-06
ENSG00000055813	CCDC85A	-0.4	3.27E-07
ENSG00000055917	PUM2	0.1	0.04857181
ENSG00000055950	MRPL43	-0.1	0.117100195
ENSG00000055955	ITIH4	-0.2	0.209818579
ENSG00000055957	ITIH1	-0.3	3.86E-06
ENSG00000056050	HPF1	0.3	2.41E-07
ENSG00000056097	ZFR	0.4	2.34E-06
ENSG00000056277	ZNF280C	0.3	4.75E-05
ENSG00000056291	NPFFR2	-0.2	0.04296941
ENSG00000056487	PHF21B	-0.2	0.000405882
ENSG00000056558	TRAF1	0.1	0.307796803
ENSG00000056586	RC3H2	0.8	9.54E-07
ENSG00000056736	IL17RB	0	0.813288346
ENSG00000056972	TRAF3IP2	0.1	0.128099811
ENSG00000056998	GYG2	-0.3	3.95E-05
ENSG00000057019	DCBLD2	1.6	1.02E-10
ENSG00000057149	SERPINB3	1.7	3.46E-05
ENSG00000057252	SOAT1	0.1	0.35378919
ENSG00000057294	PKP2	0.5	0.014403969
ENSG00000057468	MSH4	-0.2	0.000256209
ENSG00000057593	F7	-0.3	7.56E-06
ENSG00000057608	GDI2	0	0.508086988
ENSG00000057657	PRDM1	1.7	4.02E-07
ENSG00000057663	ATG5	0.1	0.152465994
ENSG00000057704	TMCC3	1	0.000409206
ENSG00000057757	PITHD1	-0.1	0.006979477
ENSG00000057935	MTA3	0	0.814636864
ENSG00000058056	USP13	0.2	0.018145549
ENSG00000058063	ATP11B	0.4	6.76E-05
ENSG00000058085	LAMC2	2.8	1.02E-10
ENSG00000058091	CDK14	0.4	0.001204067
ENSG00000058262	SEC61A1	-0.3	0.001482345
ENSG00000058272	PPP1R12A	0.8	2.10E-07
ENSG00000058335	RASGRF1	-0.3	1.16E-05
ENSG00000058404	CAMK2B	-0.7	8.00E-07
ENSG00000058453	CROCC	-0.1	0.312716701
ENSG00000058600	POLR3E	0.1	0.106692342
ENSG00000058668	ATP2B4	0.9	8.58E-09
ENSG00000058729	RIOK2	-0.1	0.043641178
ENSG00000058799	YIPF1	0.4	4.72E-05
ENSG00000058804	NDC1	0.3	3.62E-05
ENSG00000058866	DGKG	-0.1	0.193979543
ENSG00000059122	FLYWCH1	0	0.779858799
ENSG00000059145	UNKL	0.1	0.074723647
ENSG00000059377	TBXAS1	0.9	1.27E-06
ENSG00000059378	PARP12	0.6	8.47E-06
ENSG00000059573	ALDH18A1	-0.2	0.118482103
ENSG00000059588	TARBP1	0.2	0.002098156
ENSG00000059691	GATB	0.2	0.002291274
ENSG00000059728	MXD1	1.1	0.000165812
ENSG00000059758	CDK17	0.5	0.000181853
ENSG00000059769	DNAJC25	0.1	0.10561763
ENSG00000059804	SLC2A3	1	5.17E-06
ENSG00000059915	PSD	-0.4	4.15E-06
ENSG00000060069	CTDP1	-0.2	0.000441573
ENSG00000060138	YBX3	0.1	0.524043501
ENSG00000060140	STYK1	0.4	0.002078394
ENSG00000060237	WNK1	0.6	4.77E-07
ENSG00000060303	RPS17P5	-0.4	4.38E-06
ENSG00000060339	CCAR1	0.7	5.13E-07
ENSG00000060491	OGFR	-0.1	0.003698951
ENSG00000060558	GNA15	1.1	5.58E-08
ENSG00000060566	CREB3L3	-0.9	1.74E-05
ENSG00000060642	PIGV	0.2	2.17E-05
ENSG00000060656	PTPRU	0	0.983589607
ENSG00000060688	SNRNP40	0	0.529050257
ENSG00000060709	RIMBP2	0	0.907776117
ENSG00000060718	COL11A1	4.4	1.71E-12
ENSG00000060749	QSER1	0.4	9.78E-08
ENSG00000060762	MPC1	-0.5	1.36E-07
ENSG00000060971	ACAA1	-0.1	0.216142028
ENSG00000060982	BCAT1	-0.7	0.070334589
ENSG00000061273	HDAC7	-0.1	0.070167489
ENSG00000061337	LZTS1	-0.5	1.90E-07
ENSG00000061455	PRDM6	0.7	1.72E-07
ENSG00000061492	WNT8A	-0.2	0.005909524
ENSG00000061656	SPAG4	-1.2	1.33E-05
ENSG00000061676	NCKAP1	0.2	0.011245779
ENSG00000061794	MRPS35	0.3	0.001141258
ENSG00000061918	GUCY1B1	0.6	8.95E-05
ENSG00000061936	SFSWAP	0.3	1.39E-05
ENSG00000061938	TNK2	0.2	0.000779176
ENSG00000061987	MON2	0.1	0.030712997
ENSG00000062038	CDH3	1.5	2.74E-10
ENSG00000062096	ARSF	-0.6	2.64E-09
ENSG00000062194	GPBP1	0.1	0.084205325
ENSG00000062282	DGAT2	-0.2	0.042781329
ENSG00000062370	ZNF112	0.3	0.001570723
ENSG00000062524	LTK	-0.3	1.13E-05
ENSG00000062598	ELMO2	0.1	0.139208111
ENSG00000062650	WAPL	0.3	0.000590607
ENSG00000062716	VMP1	0.8	8.22E-09
ENSG00000062725	APPBP2	0.2	0.000915166
ENSG00000063015	SEZ6	-0.5	1.61E-07
ENSG00000063046	EIF4B	-0.4	3.57E-07
ENSG00000063127	SLC6A16	-0.8	5.46E-07
ENSG00000063169	BICRA	0	0.862799769
ENSG00000063176	SPHK2	-0.5	6.04E-08
ENSG00000063177	RPL18	-0.2	3.68E-05
ENSG00000063180	CA11	-0.1	0.021206576
ENSG00000063241	ISOC2	-0.1	0.109271444
ENSG00000063244	U2AF2	0.3	6.33E-05
ENSG00000063245	EPN1	-0.6	1.23E-07
ENSG00000063322	MED29	0.5	4.90E-06
ENSG00000063515	GSC2	-0.5	1.22E-06
ENSG00000063587	ZNF275	0.2	0.001100876
ENSG00000063601	MTMR1	0.2	0.005558142
ENSG00000063660	GPC1	0.4	9.23E-05
ENSG00000063761	ADCK1	-0.3	7.89E-07
ENSG00000063854	HAGH	-0.4	8.53E-07
ENSG00000063978	RNF4	0.2	0.002123757
ENSG00000064012	CASP8	0.9	1.25E-05
ENSG00000064042	LIMCH1	0.7	6.47E-05
ENSG00000064102	INTS13	0.2	0.000318274
ENSG00000064115	TM7SF3	-0.3	0.010768296
ENSG00000064195	DLX3	-0.3	2.71E-06
ENSG00000064199	SPA17	0.4	3.14E-05
ENSG00000064201	TSPAN32	-0.2	0.000131486
ENSG00000064205	CCN5	-0.2	0.318875466
ENSG00000064218	DMRT3	-0.1	0.018314081
ENSG00000064225	ST3GAL6	0.7	3.72E-06
ENSG00000064270	ATP2C2	0	0.824622964
ENSG00000064300	NGFR	-0.2	0.150800798
ENSG00000064309	CDON	0.7	0.000570344
ENSG00000064313	TAF2	0.4	1.05E-05
ENSG00000064393	HIPK2	-0.2	0.039652555
ENSG00000064419	TNPO3	0.1	0.042063698
ENSG00000064490	RFXANK	0.2	0.000254519
ENSG00000064545	TMEM161A	-0.1	0.116508367
ENSG00000064547	LPAR2	-0.1	0.268684283
ENSG00000064601	CTSA	1.1	2.11E-09
ENSG00000064607	SUGP2	0.6	2.30E-07
ENSG00000064651	SLC12A2	1	1.43E-05
ENSG00000064652	SNX24	0.3	4.37E-05
ENSG00000064655	EYA2	0.3	0.022535099
ENSG00000064666	CNN2	0.3	0.000365144
ENSG00000064687	ABCA7	-0.1	0.467410709
ENSG00000064692	SNCAIP	0.5	0.000757469
ENSG00000064703	DDX20	0.2	0.031382157
ENSG00000064726	BTBD1	0.5	4.17E-07
ENSG00000064763	FAR2	1	1.80E-05
ENSG00000064787	BCAS1	0.5	0.028379816
ENSG00000064835	POU1F1	0	0.187306362
ENSG00000064886	CHI3L2	-0.3	0.002900882
ENSG00000064932	SBNO2	0.5	1.05E-05
ENSG00000064933	PMS1	0.4	1.43E-05
ENSG00000064961	HMG20B	1.1	1.30E-07
ENSG00000064989	CALCRL	0.9	4.76E-06
ENSG00000064995	TAF11	0.4	1.44E-05
ENSG00000064999	ANKS1A	0.3	0.00062014
ENSG00000065000	AP3D1	0	0.275672616
ENSG00000065029	ZNF76	-0.2	0.000377905
ENSG00000065054	SLC9A3R2	-0.2	0.000280957
ENSG00000065057	NTHL1	0.2	0.003625349
ENSG00000065060	UHRF1BP1	-0.1	0.377757113
ENSG00000065135	GNAI3	0.5	6.75E-08
ENSG00000065150	IPO5	-0.4	0.000436528
ENSG00000065154	OAT	0.4	0.070081864
ENSG00000065183	WDR3	0.2	0.008428008
ENSG00000065243	PKN2	0.4	0.00019002
ENSG00000065268	WDR18	0	0.767510549
ENSG00000065308	TRAM2	1	8.77E-09
ENSG00000065320	NTN1	-0.1	0.349703987
ENSG00000065325	GLP2R	-0.2	0.003125203
ENSG00000065328	MCM10	0.2	0.017728067
ENSG00000065357	DGKA	0.1	0.315647924
ENSG00000065361	ERBB3	0.8	0.005103122
ENSG00000065371	ROPN1	-0.4	4.00E-06
ENSG00000065413	ANKRD44	1.1	0.000161303
ENSG00000065427	KARS1	0	0.687452503
ENSG00000065457	ADAT1	0.5	1.41E-05
ENSG00000065485	PDIA5	0.6	2.36E-08
ENSG00000065491	TBC1D22B	-0.2	3.26E-05
ENSG00000065518	NDUFB4	0.2	0.005347928
ENSG00000065526	SPEN	0.3	0.016805681
ENSG00000065534	MYLK	1.2	7.33E-07
ENSG00000065548	ZC3H15	0.1	0.029288001
ENSG00000065559	MAP2K4	0.2	0.000710986
ENSG00000065600	PACC1	0.8	3.30E-08
ENSG00000065609	SNAP91	0.1	0.572836078
ENSG00000065613	SLK	0.6	4.55E-07
ENSG00000065615	CYB5R4	0.9	4.05E-06
ENSG00000065618	COL17A1	0.5	0.012450227
ENSG00000065621	GSTO2	-0.3	0.130012646
ENSG00000065665	SEC61A2	0	0.930185001
ENSG00000065675	PRKCQ	-0.6	1.29E-05
ENSG00000065717	TLE2	-0.2	0.011250164
ENSG00000065802	ASB1	0.2	0.009748495
ENSG00000065809	FAM107B	0.5	0.000335963
ENSG00000065833	ME1	0.5	0.017799554
ENSG00000065882	TBC1D1	0.6	4.62E-07
ENSG00000065883	CDK13	0.4	7.33E-06
ENSG00000065911	MTHFD2	-0.2	0.066804483
ENSG00000065923	SLC9A7	0.6	5.64E-05
ENSG00000065970	FOXJ2	0.1	0.039117637
ENSG00000065989	PDE4A	0	0.903778037
ENSG00000066027	PPP2R5A	-0.2	0.002439305
ENSG00000066032	CTNNA2	-0.4	4.15E-05
ENSG00000066044	ELAVL1	0.4	2.32E-06
ENSG00000066056	TIE1	0.8	1.19E-05
ENSG00000066084	DIP2B	0.6	2.24E-07
ENSG00000066117	SMARCD1	-0.1	0.008411773
ENSG00000066135	KDM4A	-0.1	0.096970328
ENSG00000066136	NFYC	0.1	0.062262695
ENSG00000066185	ZMYND12	-0.6	0.000160633
ENSG00000066230	SLC9A3	-0.6	7.37E-09
ENSG00000066248	NGEF	0	0.997014381
ENSG00000066279	ASPM	1.4	6.22E-06
ENSG00000066294	CD84	0.8	0.000182967
ENSG00000066336	SPI1	0.2	0.024264183
ENSG00000066379	ZNRD1	-0.3	2.04E-06
ENSG00000066382	MPPED2	-0.1	0.665234719
ENSG00000066405	CLDN18	2.1	3.53E-05
ENSG00000066422	ZBTB11	0.2	0.018428936
ENSG00000066427	ATXN3	0.3	0.000177508
ENSG00000066455	GOLGA5	0.1	0.008960863
ENSG00000066468	FGFR2	-0.2	0.444652797
ENSG00000066557	LRRC40	0.4	0.000223594
ENSG00000066583	ISOC1	-0.4	7.80E-07
ENSG00000066629	EML1	0.4	0.000365128
ENSG00000066651	TRMT11	0.4	0.000188822
ENSG00000066654	THUMPD1	0.3	0.000922848
ENSG00000066697	MSANTD3	0.4	5.79E-06
ENSG00000066735	KIF26A	-0.4	1.54E-05
ENSG00000066739	ATG2B	-0.4	3.61E-07
ENSG00000066777	ARFGEF1	0.4	1.07E-06
ENSG00000066813	ACSM2B	-0.3	6.18E-05
ENSG00000066827	ZFAT	-0.3	7.89E-07
ENSG00000066855	MTFR1	-0.1	0.462658378
ENSG00000066923	STAG3	-0.2	0.021772973
ENSG00000066926	FECH	0.2	0.000111874
ENSG00000066933	MYO9A	-0.1	0.27352474
ENSG00000067048	DDX3Y	0.2	0.050990335
ENSG00000067057	PFKP	1.5	8.55E-08
ENSG00000067064	IDI1	0.3	0.003979036
ENSG00000067066	SP100	0.6	1.80E-07
ENSG00000067082	KLF6	0.5	0.002330727
ENSG00000067113	PLPP1	0.2	0.033100152
ENSG00000067141	NEO1	0.2	0.025737228
ENSG00000067167	TRAM1	-0.1	0.129706033
ENSG00000067177	PHKA1	-0.3	0.000606062
ENSG00000067182	TNFRSF1A	0.7	5.78E-06
ENSG00000067191	CACNB1	-0.4	4.22E-05
ENSG00000067208	EVI5	0.5	6.44E-07
ENSG00000067221	STOML1	-0.2	0.015889577
ENSG00000067225	PKM	1.5	3.00E-10
ENSG00000067248	DHX29	0.1	0.306407741
ENSG00000067334	DNTTIP2	0.3	0.000227926
ENSG00000067365	METTL22	0.1	0.147188326
ENSG00000067369	TP53BP1	0.3	3.16E-06
ENSG00000067445	TRO	0.3	0.00748557
ENSG00000067533	RRP15	0.7	1.40E-06
ENSG00000067560	RHOA	0.4	9.94E-07
ENSG00000067596	DHX8	0.6	1.56E-07
ENSG00000067606	PRKCZ	-0.2	0.155925094
ENSG00000067646	ZFY	0	0.70719328
ENSG00000067704	IARS2	0.3	0.001020844
ENSG00000067715	SYT1	-0.1	0.544501233
ENSG00000067798	NAV3	1.4	5.30E-09
ENSG00000067829	IDH3G	0.3	0.000186189
ENSG00000067836	ROGDI	-0.1	0.017060526
ENSG00000067840	PDZD4	-0.5	3.64E-07
ENSG00000067842	ATP2B3	-0.7	1.93E-07
ENSG00000067900	ROCK1	-0.2	0.002966427
ENSG00000067955	CBFB	1.1	9.48E-10
ENSG00000067992	PDK3	0.2	0.106183641
ENSG00000068001	HYAL2	0	0.489968985
ENSG00000068024	HDAC4	0.4	0.000111256
ENSG00000068028	RASSF1	0.3	0.002638321
ENSG00000068078	FGFR3	-0.4	0.197926553
ENSG00000068079	IFI35	1	8.55E-08
ENSG00000068097	HEATR6	0.1	0.034962591
ENSG00000068120	COASY	-0.2	0.013329042
ENSG00000068137	PLEKHH3	-0.4	1.87E-05
ENSG00000068305	MEF2A	0.7	3.25E-07
ENSG00000068308	OTUD5	-0.2	1.14E-05
ENSG00000068323	TFE3	0.7	3.16E-07
ENSG00000068354	TBC1D25	-0.2	2.59E-05
ENSG00000068366	ACSL4	1	2.35E-07
ENSG00000068383	INPP5A	0.1	0.395269487
ENSG00000068394	GPKOW	0.3	8.19E-05
ENSG00000068400	GRIPAP1	0.2	0.000154961
ENSG00000068438	FTSJ1	0.2	0.010729749
ENSG00000068489	PRR11	0.4	1.10E-06
ENSG00000068615	REEP1	-1.5	6.81E-08
ENSG00000068650	ATP11A	1.1	7.40E-08
ENSG00000068654	POLR1A	0.1	0.026000195
ENSG00000068697	LAPTM4A	0.2	6.52E-05
ENSG00000068724	TTC7A	0.1	0.207908922
ENSG00000068745	IP6K2	0	0.863201643
ENSG00000068784	SRBD1	-0.2	0.000262346
ENSG00000068796	KIF2A	0.5	3.38E-05
ENSG00000068831	RASGRP2	0.1	0.599644751
ENSG00000068878	PSME4	0.6	7.81E-08
ENSG00000068885	IFT80	0.9	2.83E-09
ENSG00000068903	SIRT2	-0.4	1.05E-07
ENSG00000068912	ERLEC1	-0.1	0.155152689
ENSG00000068971	PPP2R5B	-0.1	0.02655335
ENSG00000068976	PYGM	-0.3	0.000250593
ENSG00000068985	PAGE1	-0.3	6.94E-06
ENSG00000069011	PITX1	-0.2	0.004248713
ENSG00000069018	TRPC7	-0.3	0.000181185
ENSG00000069020	MAST4	0.7	5.07E-08
ENSG00000069122	ADGRF5	0.8	3.25E-05
ENSG00000069188	SDK2	-0.4	1.64E-07
ENSG00000069206	ADAM7	-0.3	9.83E-06
ENSG00000069248	NUP133	0.5	5.07E-08
ENSG00000069275	NUCKS1	0.4	2.04E-08
ENSG00000069345	DNAJA2	0	0.572807659
ENSG00000069399	BCL3	0.8	2.30E-06
ENSG00000069424	KCNAB2	0.2	0.066138419
ENSG00000069431	ABCC9	0.4	0.002583236
ENSG00000069482	GAL	0	0.972518389
ENSG00000069493	CLEC2D	0.7	0.000854476
ENSG00000069509	FUNDC1	0.7	2.45E-06
ENSG00000069535	MAOB	0.6	0.000576139
ENSG00000069667	RORA	0.2	0.02798029
ENSG00000069696	DRD4	-0.2	4.47E-05
ENSG00000069702	TGFBR3	-0.2	0.225157463
ENSG00000069812	HES2	-0.3	0.00022662
ENSG00000069849	ATP1B3	1.2	4.52E-07
ENSG00000069869	NEDD4	0.6	3.40E-06
ENSG00000069943	PIGB	0.4	2.25E-06
ENSG00000069956	MAPK6	0.6	6.84E-05
ENSG00000069966	GNB5	0.5	1.54E-07
ENSG00000069974	RAB27A	0.1	0.409653938
ENSG00000069998	HDHD5	0.1	0.087674793
ENSG00000070010	UFD1	0.2	0.000284482
ENSG00000070018	LRP6	0	0.726893812
ENSG00000070019	GUCY2C	-0.6	0.014012768
ENSG00000070031	SCT	-0.6	1.49E-07
ENSG00000070047	PHRF1	0.1	0.171918041
ENSG00000070061	ELP1	0.3	5.26E-07
ENSG00000070081	NUCB2	-1.5	1.43E-06
ENSG00000070087	PFN2	0.5	0.00012706
ENSG00000070159	PTPN3	-0.2	0.212058144
ENSG00000070182	SPTB	-0.4	2.02E-06
ENSG00000070190	DAPP1	0.8	9.59E-05
ENSG00000070193	FGF10	-0.5	0.000226794
ENSG00000070214	SLC44A1	1	2.81E-08
ENSG00000070269	TMEM260	0.3	0.000146104
ENSG00000070366	SMG6	0	0.461926515
ENSG00000070367	EXOC5	0.8	9.62E-07
ENSG00000070371	CLTCL1	-0.2	0.017609312
ENSG00000070388	FGF22	-0.4	1.75E-06
ENSG00000070404	FSTL3	0.4	0.000473294
ENSG00000070413	DGCR2	0.2	0.001543838
ENSG00000070423	RNF126	0.1	0.281048171
ENSG00000070444	MNT	0.5	8.44E-07
ENSG00000070476	ZXDC	0.2	0.00746815
ENSG00000070495	JMJD6	0.4	5.55E-05
ENSG00000070501	POLB	0.3	5.80E-06
ENSG00000070526	ST6GALNAC1	1.3	0.002392734
ENSG00000070540	WIPI1	0.3	0.000561266
ENSG00000070601	FRMPD1	-0.5	5.58E-08
ENSG00000070610	GBA2	-0.2	0.003950462
ENSG00000070614	NDST1	-0.1	0.333179498
ENSG00000070718	AP3M2	0.8	5.84E-11
ENSG00000070729	CNGB1	-0.3	5.18E-09
ENSG00000070748	CHAT	-0.6	1.70E-07
ENSG00000070756	PABPC1	0.4	3.12E-06
ENSG00000070759	TESK2	-0.3	0.001474628
ENSG00000070761	CFAP20	0.5	1.35E-08
